"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SHLM","A. Schulman, Inc.","36.65","1079881988","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"ADES","Advanced Emissions Solutions, Inc.","11.61","245008732.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"ASIX","AdvanSix Inc.","43.16","1315644812.56","n/a","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix",
"AEGN","Aegion Corp","22.45","741123418.55","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AMTX","Aemetis, Inc","0.8918","17677671.6116","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AEM","Agnico Eagle Mines Limited","45.82","10630650959.58","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"AGU","Agrium Inc.","105.73","14609471338.26","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"APD","Air Products and Chemicals, Inc.","153.3","33412864667.7","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AKS","AK Steel Holding Corporation","5.58","1756852364.52","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"AGI","Alamos Gold Inc.","7.07","2125620923.72","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"AIN","Albany International Corporation","57.1","1832910000","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","137.19","15155754514.65","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"AA","Alcoa Corporation","47.49","8754284374.68","n/a","2016","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/aa",
"AXU","Alexco Resource Corp","1.51","152760290.05","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axu",
"ALO","Alio Gold Inc.","4.37","190640638.2","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/alo",
"ATI","Allegheny Technologies Incorporated","24.67","2686061804.28","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"AAU","Almaden Minerals, Ltd.","1.19","120589973.28","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aau",
"ACH","Aluminum Corporation of China Limited","22.54","13437264479.66","n/a","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMRK","A-Mark Precious Metals, Inc.","16.78","117987731","n/a","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AMRC","Ameresco, Inc.","7.85","357393583.25","n/a","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AVD","American Vanguard Corporation","22.75","677582018.75","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AMWD","American Woodmark Corporation","95.65","1554303891.5","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"USAS","Americas Silver Corporation","4.52","181023925.32","n/a","2017","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/usas",
"AMRS","Amyris, Inc.","3.38","127110166.04","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"AU","AngloGold Ashanti Limited","9.56","3903579657.92","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"AQMS","Aqua Metals, Inc.","6.91","139343494.44","n/a","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"RKDA","Arcadia Biosciences, Inc.","0.333","14207385.393","n/a","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"MT","ArcelorMittal","26.71","27233612770.33","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"AGX","Argan, Inc.","68.05","1057750077.95","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"AKG","Asanko Gold Inc.","1.01","205484456.57","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/akg",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.95","40768023.55","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"AUG","Auryn Resources Inc.","2.2","170327806","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aug",
"ASM","Avino Silver","1.58","83294681.74","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/asm",
"AXTA","Axalta Coating Systems Ltd.","30.53","7423820031.21","n/a","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta",
"BTG","B2Gold Corp","2.83","2770079592.13","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/btg",
"BCPC","Balchem Corporation","81.84","2615444438.64","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BAA","BANRO CORPORATION","0.3687","40467704.9157","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/baa",
"ABX","Barrick Gold Corporation","16.59","19343990018.85","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx",
"BDC","Belden Inc","84.81","3587407364.64","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/bdc",
"BHP","BHP Billiton Limited","41.34","110042179143","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bhp",
